44,3,"南北線 急行（東急目黒線 直通）",custom.TrainType:TokyoMetro.Namboku.Express.ToTokyu,train_type_namboku_express_to_tokyu,#ffffff,#ee0011,10,,"2015-01-29 02:16:29.128616","2015-01-29 02:16:29.128616"
45,1,"有楽町線 各駅停車（和光市→氷川台で使用）",custom.TrainType:TokyoMetro.Yurakucho.Local.Colored,train_type_yurakucho_local_colored,#333333,#d7c447,8,,"2015-01-29 02:16:29.360623","2015-01-29 02:16:29.360623"
46,1,"副都心線 各駅停車（和光市→氷川台で使用）",custom.TrainType:TokyoMetro.Fukutoshin.Local.Colored,train_type_fukutoshin_local_colored,#ffffff,#bb641d,11,,"2015-01-29 02:16:29.626631","2015-01-29 02:16:29.626631"
47,1,"有楽町線 各駅停車（有楽町線・副都心線 共通／和光市方面行と新木場方面の小竹向原以南で使用）",custom.TrainType:TokyoMetro.Yurakucho.Local.Normal,train_type_yurakucho_local_normal,#ffffff,#666666,8,,"2015-01-29 02:16:29.965641","2015-01-29 02:16:29.965641"
48,1,"副都心線 各駅停車（有楽町線・副都心線 共通／和光市方面行と渋谷方面の小竹向原以南で使用）",custom.TrainType:TokyoMetro.Fukutoshin.Local.Normal,train_type_fukutoshin_local_normal,#ffffff,#666666,11,,"2015-01-29 02:16:30.229649","2015-01-29 02:16:30.229649"
49,13,"副都心線 通勤急行",custom.TrainType:TokyoMetro.Fukutoshin.CommuterExpress.Normal,train_type_fukutoshin_commuter_express_normal,#ffffff,#ff66cc,11,,"2015-01-29 02:16:30.493657","2015-01-29 02:16:30.493657"
50,4,"副都心線 急行【土休日運行／明治神宮前に停車】",custom.TrainType:TokyoMetro.Fukutoshin.HolidayExpress.Normal,train_type_fukutoshin_holiday_express_normal,#333333,#ff3399,11,,"2015-01-29 02:16:30.746665","2015-01-29 02:16:30.746665"
51,3,"副都心線 急行",custom.TrainType:TokyoMetro.Fukutoshin.Express.Normal,train_type_fukutoshin_express_normal,#ffffff,#ff0066,11,,"2015-01-29 02:16:31.010673","2015-01-29 02:16:31.010673"
52,1,"西武池袋線 各駅停車（有楽町線・副都心線 共通／小竹向原方面行で使用）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.Local.ToSeibu,train_type_yurakucho_fukutoshin_local_to_seibu,#ffffff,#666666,49,,"2015-01-29 02:16:31.246680","2015-01-29 02:16:31.246680"
53,5,"西武池袋線 準急（有楽町線・副都心線 共通／小竹向原方面行で使用）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.SemiExpress.ToSeibu,train_type_yurakucho_fukutoshin_semi_express_to_seibu,#ffffff,#00cc99,49,,"2015-01-29 02:16:31.517689","2015-01-29 02:16:31.517689"
54,6,"西武池袋線 快速（有楽町線・副都心線 共通／小竹向原方面行で使用）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.Rapid.ToSeibu,train_type_yurakucho_fukutoshin_rapid_to_seibu,#ffffff,#00ccff,49,,"2015-01-29 02:16:31.806697","2015-01-29 02:16:31.806697"
55,11,"西武池袋線 快速急行（有楽町線・副都心線 共通／小竹向原方面行で使用）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.RapidExpress.ToSeibu,train_type_yurakucho_fukutoshin_rapid_express_to_seibu,#ffffff,#cc6699,49,,"2015-01-29 02:16:32.132707","2015-01-29 02:16:32.132707"
56,1,"東武東上線 各駅停車（有楽町線・副都心線 共通／和光市方面行で使用）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.Local.ToTobuTojo,train_type_yurakucho_fukutoshin_local_to_tobu_tojo,#ffffff,#666666,61,,"2015-01-29 02:16:32.400715","2015-01-29 02:16:32.400715"
57,1,"東急東横線 各駅停車（和光市→氷川台では有楽町線の時刻表にも表示）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.Local.ToTokyu,train_type_yurakucho_fukutoshin_local_to_tokyu,#ffffff,#0000ff,40,,"2015-01-29 02:16:32.620722","2015-01-29 02:16:32.620722"
58,3,"東急東横線 急行（和光市→氷川台では有楽町線の時刻表にも表示）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.Express.ToTokyu,train_type_yurakucho_fukutoshin_express_to_tokyu,#ffffff,#ee0011,40,,"2015-01-29 02:16:32.860729","2015-01-29 02:16:32.860729"
59,12,"東急東横線 通勤特急（和光市→氷川台では有楽町線の時刻表にも表示）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.CommuterLimitedExpress.ToTokyu,train_type_yurakucho_fukutoshin_commuter_limited_express_to_tokyu,#333333,#ffcc66,40,,"2015-01-29 02:16:33.127738","2015-01-29 02:16:33.127738"
60,2,"東急東横線 特急（和光市→氷川台では有楽町線の時刻表にも表示）",custom.TrainType:TokyoMetro.YurakuchoFukutoshin.LimitedExpress.ToTokyu,train_type_yurakucho_fukutoshin_limited_express_to_tokyu,#333333,#fd9a3d,40,,"2015-01-29 02:16:33.354745","2015-01-29 02:16:33.354745"
61,1,"都営浅草線 普通",custom.TrainType:Toei.Asakusa.Local.Normal,train_type_toei_asakusa_local_normal,#ffffff,#666666,12,,"2015-01-29 02:16:33.586752","2015-01-29 02:16:33.586752"
62,17,"都営浅草線 エアポート快特",custom.TrainType:Toei.Asakusa.AirportLimitedExpress.Normal,train_type_toei_asakusa_airport_limited_express_normal,#ffffff,#fd9a3d,12,,"2015-01-29 02:16:33.808758","2015-01-29 02:16:33.808758"
63,1,"都営三田線 各駅停車",custom.TrainType:Toei.Mita.Local.Normal,train_type_toei_mita_local_normal,#ffffff,#0078c2,13,,"2015-01-29 02:16:34.070766","2015-01-29 02:16:34.070766"
64,1,"都営三田線 各駅停車（東急目黒線 直通）",custom.TrainType:Toei.Mita.Local.ToTokyu,train_type_toei_mita_local_to_tokyu,#ffffff,#00b379,13,,"2015-01-29 02:16:34.269772","2015-01-29 02:16:34.269772"
65,3,"都営三田線 急行（東急目黒線 直通）",custom.TrainType:Toei.Mita.Express.ToTokyu,train_type_toei_mita_express_to_tokyu,#ffffff,#ee0011,13,,"2015-01-29 02:16:34.488779","2015-01-29 02:16:34.488779"
66,1,"都営新宿線 各駅停車",custom.TrainType:Toei.Shinjuku.Local.Normal,train_type_toei_shinjuku_local_normal,#ffffff,#6cbb5a,14,,"2015-01-29 02:16:34.730787","2015-01-29 02:16:34.730787"
67,3,"都営新宿線 急行",custom.TrainType:Toei.Shinjuku.Express.Normal,train_type_toei_shinjuku_express_normal,#ffffff,#ff0066,14,,"2015-01-29 02:16:34.928793","2015-01-29 02:16:34.928793"
68,1,"都営大江戸線",custom.TrainType:Toei.Oedo.Local.Normal,train_type_toei_oedo_local_normal,#ffffff,#b6007a,15,,"2015-01-29 02:16:35.138799","2015-01-29 02:16:35.138799"
69,15,"未定義",custom.TrainTypeUndefined,,,,,,"2015-01-29 02:16:35.380806","2015-01-29 02:16:35.380806"
