1,7584,,,,"2015-02-09 09:25:54.379068","2015-02-09 09:25:54.379068"
2,7588,,,,"2015-02-09 09:25:55.713098","2015-02-09 09:25:55.713098"
3,7585,,,,"2015-02-09 09:25:57.038127","2015-02-09 09:25:57.038127"
4,7065,,,,"2015-02-09 12:00:30.380918","2015-02-09 12:00:30.380918"
5,6649,,,,"2015-02-09 12:03:07.456421","2015-02-09 12:03:07.456421"
