5415,152,109,2,"2015-02-09 18:39:40.035984","2015-02-09 18:39:40.035984"
5416,153,53,1,"2015-02-09 18:39:40.368991","2015-02-09 18:39:40.368991"
5417,153,110,2,"2015-02-09 18:39:40.509994","2015-02-09 18:39:40.509994"
5418,154,111,1,"2015-02-09 18:39:40.664998","2015-02-09 18:39:40.664998"
5419,154,110,2,"2015-02-09 18:39:40.795000","2015-02-09 18:39:40.795000"
5420,155,112,1,"2015-02-09 18:39:41.124008","2015-02-09 18:39:41.124008"
5421,155,110,2,"2015-02-09 18:39:41.284011","2015-02-09 18:39:41.284011"
5422,156,112,1,"2015-02-09 18:39:41.708021","2015-02-09 18:39:41.708021"
5423,156,113,2,"2015-02-09 18:39:41.862024","2015-02-09 18:39:41.862024"
5424,157,110,1,"2015-02-09 18:39:42.205032","2015-02-09 18:39:42.205032"
5425,157,29,2,"2015-02-09 18:39:42.359035","2015-02-09 18:39:42.359035"
5426,158,114,1,"2015-02-09 18:39:42.547040","2015-02-09 18:39:42.547040"
5427,158,115,2,"2015-02-09 18:39:42.711043","2015-02-09 18:39:42.711043"
5428,159,116,1,"2015-02-09 18:39:43.147053","2015-02-09 18:39:43.147053"
5429,159,117,2,"2015-02-09 18:39:43.349057","2015-02-09 18:39:43.349057"
5430,160,118,0,"2015-02-09 18:39:43.522061","2015-02-09 18:39:43.522061"
5431,162,53,1,"2015-02-09 18:39:43.724066","2015-02-09 18:39:43.724066"
5432,162,119,2,"2015-02-09 18:39:43.927070","2015-02-09 18:39:43.927070"
5433,163,120,1,"2015-02-09 18:39:44.119075","2015-02-09 18:39:44.119075"
5434,163,119,2,"2015-02-09 18:39:44.291078","2015-02-09 18:39:44.291078"
5435,164,96,1,"2015-02-09 18:39:44.765089","2015-02-09 18:39:44.765089"
5436,164,119,2,"2015-02-09 18:39:44.901092","2015-02-09 18:39:44.901092"
5437,165,96,1,"2015-02-09 18:39:45.768111","2015-02-09 18:39:45.768111"
5438,165,107,2,"2015-02-09 18:39:45.925115","2015-02-09 18:39:45.925115"
5439,166,120,1,"2015-02-09 18:39:46.288123","2015-02-09 18:39:46.288123"
5440,166,110,2,"2015-02-09 18:39:46.519128","2015-02-09 18:39:46.519128"
5441,167,119,1,"2015-02-09 18:39:46.816135","2015-02-09 18:39:46.816135"
5442,167,109,2,"2015-02-09 18:39:46.970138","2015-02-09 18:39:46.970138"
5443,168,119,1,"2015-02-09 18:39:47.312146","2015-02-09 18:39:47.312146"
5444,168,121,2,"2015-02-09 18:39:47.477149","2015-02-09 18:39:47.477149"
5445,169,119,1,"2015-02-09 18:39:48.822179","2015-02-09 18:39:48.822179"
5446,169,121,2,"2015-02-09 18:39:48.985183","2015-02-09 18:39:48.985183"
5447,170,122,0,"2015-02-09 18:39:49.412193","2015-02-09 18:39:49.412193"
5448,172,123,0,"2015-02-09 18:39:49.584196","2015-02-09 18:39:49.584196"
5449,173,124,1,"2015-02-09 18:39:49.866203","2015-02-09 18:39:49.866203"
5450,173,125,2,"2015-02-09 18:39:49.987205","2015-02-09 18:39:49.987205"
5451,174,126,1,"2015-02-09 18:39:50.155209","2015-02-09 18:39:50.155209"
5452,174,125,2,"2015-02-09 18:39:50.294212","2015-02-09 18:39:50.294212"
5453,175,127,1,"2015-02-09 18:39:50.586219","2015-02-09 18:39:50.586219"
5454,175,82,2,"2015-02-09 18:39:50.712222","2015-02-09 18:39:50.712222"
5455,175,125,3,"2015-02-09 18:39:50.843225","2015-02-09 18:39:50.843225"
5456,176,128,1,"2015-02-09 18:39:51.138231","2015-02-09 18:39:51.138231"
5457,176,82,2,"2015-02-09 18:39:51.263234","2015-02-09 18:39:51.263234"
5458,176,113,3,"2015-02-09 18:39:51.406237","2015-02-09 18:39:51.406237"
5459,177,125,1,"2015-02-09 18:39:51.686243","2015-02-09 18:39:51.686243"
5460,177,129,2,"2015-02-09 18:39:51.812246","2015-02-09 18:39:51.812246"
5461,178,125,1,"2015-02-09 18:39:52.129253","2015-02-09 18:39:52.129253"
5462,178,130,2,"2015-02-09 18:39:52.274256","2015-02-09 18:39:52.274256"
5463,179,131,1,"2015-02-09 18:39:52.612264","2015-02-09 18:39:52.612264"
5464,179,9,2,"2015-02-09 18:39:52.770268","2015-02-09 18:39:52.770268"
5465,180,131,1,"2015-02-09 18:39:53.316280","2015-02-09 18:39:53.316280"
5466,180,105,2,"2015-02-09 18:39:53.475283","2015-02-09 18:39:53.475283"
5467,181,131,0,"2015-02-09 18:39:53.789290","2015-02-09 18:39:53.789290"
5468,182,132,0,"2015-02-09 18:39:53.963294","2015-02-09 18:39:53.963294"
5469,183,98,1,"2015-02-09 18:39:54.138298","2015-02-09 18:39:54.138298"
5470,183,133,2,"2015-02-09 18:39:54.269301","2015-02-09 18:39:54.269301"
5471,184,98,1,"2015-02-09 18:39:54.403304","2015-02-09 18:39:54.403304"
5472,184,133,2,"2015-02-09 18:39:54.542307","2015-02-09 18:39:54.542307"
5473,185,90,1,"2015-02-09 18:39:54.847314","2015-02-09 18:39:54.847314"
5474,185,134,2,"2015-02-09 18:39:55.061319","2015-02-09 18:39:55.061319"
5475,186,133,1,"2015-02-09 18:39:55.443327","2015-02-09 18:39:55.443327"
5476,186,19,2,"2015-02-09 18:39:55.577330","2015-02-09 18:39:55.577330"
5477,187,133,1,"2015-02-09 18:39:55.733334","2015-02-09 18:39:55.733334"
5478,187,135,2,"2015-02-09 18:39:55.884337","2015-02-09 18:39:55.884337"
5479,188,134,1,"2015-02-09 18:39:56.200344","2015-02-09 18:39:56.200344"
5480,188,136,2,"2015-02-09 18:39:56.342347","2015-02-09 18:39:56.342347"
5481,189,137,0,"2015-02-09 18:39:56.661354","2015-02-09 18:39:56.661354"
5482,190,138,0,"2015-02-09 18:39:56.808358","2015-02-09 18:39:56.808358"
5483,192,79,1,"2015-02-09 18:39:57.001362","2015-02-09 18:39:57.001362"
5484,192,2,2,"2015-02-09 18:39:57.183366","2015-02-09 18:39:57.183366"
5485,193,80,1,"2015-02-09 18:39:57.340369","2015-02-09 18:39:57.340369"
5486,193,2,2,"2015-02-09 18:39:57.491373","2015-02-09 18:39:57.491373"
5487,194,79,1,"2015-02-09 18:39:57.652376","2015-02-09 18:39:57.652376"
5488,194,82,2,"2015-02-09 18:39:57.797380","2015-02-09 18:39:57.797380"
