154,114,11,f,f,,"2015-01-29 02:08:07.102304","2015-01-29 02:08:07.102304"
155,114,12,f,f,,"2015-01-29 02:08:07.355312","2015-01-29 02:08:07.355312"
156,114,13,f,f,,"2015-01-29 02:08:07.641321","2015-01-29 02:08:07.641321"
157,114,14,f,f,,"2015-01-29 02:08:07.954330","2015-01-29 02:08:07.954330"
158,114,15,f,f,,"2015-01-29 02:08:08.191338","2015-01-29 02:08:08.191338"
159,115,11,f,f,,"2015-01-29 02:08:08.638351","2015-01-29 02:08:08.638351"
160,115,12,f,f,,"2015-01-29 02:08:08.766355","2015-01-29 02:08:08.766355"
161,115,13,f,f,,"2015-01-29 02:08:08.899359","2015-01-29 02:08:08.899359"
162,116,11,f,f,,"2015-01-29 02:08:09.298371","2015-01-29 02:08:09.298371"
163,116,12,f,f,,"2015-01-29 02:08:09.438376","2015-01-29 02:08:09.438376"
164,116,13,f,f,,"2015-01-29 02:08:09.570380","2015-01-29 02:08:09.570380"
165,117,11,f,f,,"2015-01-29 02:08:10.025393","2015-01-29 02:08:10.025393"
166,117,12,f,f,,"2015-01-29 02:08:10.164398","2015-01-29 02:08:10.164398"
167,117,13,f,f,,"2015-01-29 02:08:10.296402","2015-01-29 02:08:10.296402"
168,118,11,f,f,,"2015-01-29 02:08:10.718415","2015-01-29 02:08:10.718415"
169,118,12,f,f,,"2015-01-29 02:08:10.858419","2015-01-29 02:08:10.858419"
170,118,13,f,f,,"2015-01-29 02:08:11.000423","2015-01-29 02:08:11.000423"
171,119,11,f,f,,"2015-01-29 02:08:11.511439","2015-01-29 02:08:11.511439"
172,119,12,f,f,,"2015-01-29 02:08:11.637443","2015-01-29 02:08:11.637443"
173,119,13,f,f,,"2015-01-29 02:08:11.771447","2015-01-29 02:08:11.771447"
174,119,14,f,f,,"2015-01-29 02:08:11.963453","2015-01-29 02:08:11.963453"
175,119,15,f,f,,"2015-01-29 02:08:12.078456","2015-01-29 02:08:12.078456"
176,120,11,f,f,,"2015-01-29 02:08:12.490469","2015-01-29 02:08:12.490469"
177,120,12,f,f,,"2015-01-29 02:08:12.618473","2015-01-29 02:08:12.618473"
178,121,11,f,f,,"2015-01-29 02:08:13.025485","2015-01-29 02:08:13.025485"
179,121,12,f,f,,"2015-01-29 02:08:13.169489","2015-01-29 02:08:13.169489"
180,122,11,f,f,,"2015-01-29 02:08:13.634504","2015-01-29 02:08:13.634504"
181,123,11,f,f,,"2015-01-29 02:08:13.968514","2015-01-29 02:08:13.968514"
182,124,11,f,f,,"2015-01-29 02:08:14.276523","2015-01-29 02:08:14.276523"
183,125,11,f,f,,"2015-01-29 02:08:14.583533","2015-01-29 02:08:14.583533"
184,126,11,f,f,,"2015-01-29 02:08:14.891542","2015-01-29 02:08:14.891542"
185,127,11,f,f,,"2015-01-29 02:08:15.179551","2015-01-29 02:08:15.179551"
186,128,11,f,f,,"2015-01-29 02:08:15.453559","2015-01-29 02:08:15.453559"
187,129,11,f,f,,"2015-01-29 02:08:15.783569","2015-01-29 02:08:15.783569"
188,130,11,f,f,,"2015-01-29 02:08:16.124580","2015-01-29 02:08:16.124580"
189,131,11,f,f,,"2015-01-29 02:08:16.410588","2015-01-29 02:08:16.410588"
190,132,11,f,f,,"2015-01-29 02:08:16.680596","2015-01-29 02:08:16.680596"
191,133,11,f,f,,"2015-01-29 02:08:16.961605","2015-01-29 02:08:16.961605"
192,134,11,f,f,,"2015-01-29 02:08:17.269614","2015-01-29 02:08:17.269614"
193,135,11,f,f,,"2015-01-29 02:08:17.533622","2015-01-29 02:08:17.533622"
194,136,11,f,f,,"2015-01-29 02:08:17.822631","2015-01-29 02:08:17.822631"
195,137,11,f,f,,"2015-01-29 02:08:18.193643","2015-01-29 02:08:18.193643"
196,138,16,f,f,,"2015-01-29 02:08:19.219674","2015-01-29 02:08:19.219674"
197,139,16,f,f,,"2015-01-29 02:08:19.514683","2015-01-29 02:08:19.514683"
198,140,16,f,f,,"2015-01-29 02:08:19.845693","2015-01-29 02:08:19.845693"
199,141,16,f,f,,"2015-01-29 02:08:20.213704","2015-01-29 02:08:20.213704"
200,142,16,f,f,,"2015-01-29 02:08:20.527714","2015-01-29 02:08:20.527714"
201,143,16,f,f,,"2015-01-29 02:08:21.382740","2015-01-29 02:08:21.382740"
202,144,16,f,f,,"2015-01-29 02:08:21.650748","2015-01-29 02:08:21.650748"
203,145,16,f,f,,"2015-01-29 02:08:22.077761","2015-01-29 02:08:22.077761"
204,146,16,f,f,,"2015-01-29 02:08:22.365770","2015-01-29 02:08:22.365770"
205,147,16,f,f,,"2015-01-29 02:08:22.607777","2015-01-29 02:08:22.607777"
206,148,16,f,f,,"2015-01-29 02:08:22.848785","2015-01-29 02:08:22.848785"
207,149,16,f,f,,"2015-01-29 02:08:23.135793","2015-01-29 02:08:23.135793"
208,150,16,f,f,,"2015-01-29 02:08:23.388801","2015-01-29 02:08:23.388801"
209,151,16,f,f,,"2015-01-29 02:08:23.770813","2015-01-29 02:08:23.770813"
210,152,17,f,f,,"2015-01-29 02:08:24.898847","2015-01-29 02:08:24.898847"
211,152,18,f,f,,"2015-01-29 02:08:25.195856","2015-01-29 02:08:25.195856"
212,153,17,f,f,,"2015-01-29 02:08:25.641870","2015-01-29 02:08:25.641870"
213,153,18,f,f,,"2015-01-29 02:08:25.792874","2015-01-29 02:08:25.792874"
214,154,17,f,f,,"2015-01-29 02:08:26.313890","2015-01-29 02:08:26.313890"
215,154,18,f,f,,"2015-01-29 02:08:26.441894","2015-01-29 02:08:26.441894"
216,155,17,f,f,,"2015-01-29 02:08:26.728903","2015-01-29 02:08:26.728903"
217,156,17,f,f,,"2015-01-29 02:08:27.020912","2015-01-29 02:08:27.020912"
218,157,17,f,f,,"2015-01-29 02:08:27.306921","2015-01-29 02:08:27.306921"
219,158,17,f,f,,"2015-01-29 02:08:27.570929","2015-01-29 02:08:27.570929"
220,159,17,f,f,,"2015-01-29 02:08:27.905939","2015-01-29 02:08:27.905939"
221,160,17,f,f,,"2015-01-29 02:08:28.209948","2015-01-29 02:08:28.209948"
222,161,17,f,f,,"2015-01-29 02:08:28.495957","2015-01-29 02:08:28.495957"
223,162,17,f,f,,"2015-01-29 02:08:28.803966","2015-01-29 02:08:28.803966"
224,163,17,f,f,,"2015-01-29 02:08:29.106975","2015-01-29 02:08:29.106975"
225,164,17,f,f,,"2015-01-29 02:08:29.408985","2015-01-29 02:08:29.408985"
226,165,17,f,f,,"2015-01-29 02:08:29.705994","2015-01-29 02:08:29.705994"
227,166,17,f,f,,"2015-01-29 02:08:30.025003","2015-01-29 02:08:30.025003"
228,167,17,f,f,,"2015-01-29 02:08:30.323013","2015-01-29 02:08:30.323013"
229,168,17,f,f,,"2015-01-29 02:08:30.664023","2015-01-29 02:08:30.664023"
230,169,17,f,f,,"2015-01-29 02:08:30.972032","2015-01-29 02:08:30.972032"
231,170,17,f,f,,"2015-01-29 02:08:31.420046","2015-01-29 02:08:31.420046"
232,171,11,f,f,,"2015-01-29 02:08:32.268072","2015-01-29 02:08:32.268072"
233,171,12,f,f,,"2015-01-29 02:08:32.385075","2015-01-29 02:08:32.385075"
234,171,13,f,f,,"2015-01-29 02:08:32.506079","2015-01-29 02:08:32.506079"
