36,urn:ucode:_00001C000000000000010000030D4DBF,odpt.StationFacility:TokyoMetro.Ginza.AkasakaMitsuke.Outside.AccessibleRoute.1,3,4,2,"銀座線・丸ノ内線の利用および乗り換えが可能です。ベルビー赤坂および、プルデンシャルタワー方面外堀通り沿いエレベーターから銀座線・丸ノ内線改札階へお越しください。永田町駅（有楽町線・半蔵門線・南北線）の利用および乗り換えは、できません。",f,"2015-01-29 02:27:47.508306","2015-01-29 02:27:47.508306"
37,urn:ucode:_00001C000000000000010000030D4DC0,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Inside.Elevator.1,3,1,1,,f,"2015-01-29 02:27:47.651310","2015-01-29 02:27:47.651310"
38,urn:ucode:_00001C000000000000010000030D4DC1,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Inside.Elevator.2,3,1,1,,f,"2015-01-29 02:27:48.146325","2015-01-29 02:27:48.146325"
39,urn:ucode:_00001C000000000000010000030D4DC2,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Inside.Escalator.1,3,2,1,,f,"2015-01-29 02:27:49.027352","2015-01-29 02:27:49.656371"
40,urn:ucode:_00001C000000000000010000030D4DC3,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.Elevator.1,3,1,2,,f,"2015-01-29 02:27:49.917379","2015-01-29 02:27:49.917379"
41,urn:ucode:_00001C000000000000010000030D4DC4,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.Elevator.2,3,1,2,,f,"2015-01-29 02:27:50.722404","2015-01-29 02:27:50.722404"
42,urn:ucode:_00001C000000000000010000030D4DC5,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.Elevator.3,3,1,2,,f,"2015-01-29 02:27:51.459426","2015-01-29 02:27:51.459426"
43,urn:ucode:_00001C000000000000010000030D4DC6,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.Escalator.1,3,2,2,,f,"2015-01-29 02:27:52.002443","2015-01-29 02:27:53.332483"
44,urn:ucode:_00001C000000000000010000030D4DC7,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.Escalator.2,3,2,2,,f,"2015-01-29 02:27:53.495488","2015-01-29 02:27:54.290512"
45,urn:ucode:_00001C000000000000010000030D4DC8,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.Escalator.3,3,2,2,,f,"2015-01-29 02:27:54.453517","2015-01-29 02:27:55.082537"
46,urn:ucode:_00001C000000000000010000030D4DC9,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Inside.Stairlift.1,3,5,1,,f,"2015-01-29 02:27:55.235541","2015-01-29 02:27:55.235541"
47,urn:ucode:_00001C000000000000010000030D4DCA,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.Toilet.1,3,3,2,,f,"2015-01-29 02:27:55.840560","2015-01-29 02:27:55.840560"
48,urn:ucode:_00001C000000000000010000030D4DCB,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Inside.Toilet.1,3,3,1,,f,"2015-01-29 02:27:56.467579","2015-01-29 02:27:56.467579"
49,urn:ucode:_00001C000000000000010000030D4DCC,odpt.StationFacility:TokyoMetro.Marunouchi.AkasakaMitsuke.Outside.AccessibleRoute.1,3,4,2,"銀座線・丸ノ内線の利用および乗り換えが可能です。ベルビー赤坂および、プルデンシャルタワー方面外堀通り沿いエレベーターから銀座線・丸ノ内線改札階へお越しください。永田町駅（有楽町線・半蔵門線・南北線）の利用および乗り換えは、できません。",f,"2015-01-29 02:27:56.929593","2015-01-29 02:27:56.929593"
50,urn:ucode:_00001C000000000000010000030D4FBF,odpt.StationFacility:TokyoMetro.Hibiya.Akihabara.Inside.Elevator.1,4,1,1,,f,"2015-01-29 02:27:57.074597","2015-01-29 02:27:57.074597"
51,urn:ucode:_00001C000000000000010000030D4FC0,odpt.StationFacility:TokyoMetro.Hibiya.Akihabara.Inside.Elevator.2,4,1,1,,f,"2015-01-29 02:27:57.788619","2015-01-29 02:27:57.788619"
52,urn:ucode:_00001C000000000000010000030D4FC1,odpt.StationFacility:TokyoMetro.Hibiya.Akihabara.Outside.Elevator.1,4,1,2,,f,"2015-01-29 02:27:58.381637","2015-01-29 02:27:58.381637"
53,urn:ucode:_00001C000000000000010000030D4FC2,odpt.StationFacility:TokyoMetro.Hibiya.Akihabara.Outside.Escalator.1,4,2,2,,f,"2015-01-29 02:27:58.987656","2015-01-29 02:27:59.594674"
54,urn:ucode:_00001C000000000000010000030D4FC3,odpt.StationFacility:TokyoMetro.Hibiya.Akihabara.Outside.Toilet.1,4,3,2,,f,"2015-01-29 02:27:59.747679","2015-01-29 02:27:59.747679"
55,urn:ucode:_00001C000000000000010000030D4FC4,odpt.StationFacility:TokyoMetro.Hibiya.Akihabara.Outside.AccessibleRoute.1,4,4,2,"3番出入口付近エレベーターで改札階にお越しください。",f,"2015-01-29 02:28:00.407699","2015-01-29 02:28:00.407699"
56,urn:ucode:_00001C000000000000010000030D4DA6,odpt.StationFacility:TokyoMetro.Ginza.AoyamaItchome.Inside.Elevator.1,5,1,1,,f,"2015-01-29 02:28:00.588705","2015-01-29 02:28:00.588705"
57,urn:ucode:_00001C000000000000010000030D4DA7,odpt.StationFacility:TokyoMetro.Ginza.AoyamaItchome.Outside.Elevator.1,5,1,2,,f,"2015-01-29 02:28:01.376729","2015-01-29 02:28:01.376729"
58,urn:ucode:_00001C000000000000010000030D4DA8,odpt.StationFacility:TokyoMetro.Ginza.AoyamaItchome.Inside.Stairlift.1,5,5,1,,f,"2015-01-29 02:28:02.037749","2015-01-29 02:28:02.037749"
59,urn:ucode:_00001C000000000000010000030D4DA9,odpt.StationFacility:TokyoMetro.Ginza.AoyamaItchome.Inside.Toilet.1,5,3,1,,f,"2015-01-29 02:28:02.641767","2015-01-29 02:28:02.641767"
60,urn:ucode:_00001C000000000000010000030D4DAA,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Inside.Elevator.1,5,1,1,,f,"2015-01-29 02:28:03.248786","2015-01-29 02:28:03.248786"
61,urn:ucode:_00001C000000000000010000030D4DAB,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Inside.Escalator.1,5,2,1,,f,"2015-01-29 02:28:03.965808","2015-01-29 02:28:04.613827"
62,urn:ucode:_00001C000000000000010000030D4DAC,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Inside.Escalator.2,5,2,1,,f,"2015-01-29 02:28:04.775832","2015-01-29 02:28:05.625858"
63,urn:ucode:_00001C000000000000010000030D4DAD,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Inside.Escalator.3,5,2,1,,f,"2015-01-29 02:28:05.802864","2015-01-29 02:28:06.638889"
64,urn:ucode:_00001C000000000000010000030D4DAE,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Inside.Escalator.4,5,2,1,"のりかえ専用",f,"2015-01-29 02:28:06.790894","2015-01-29 02:28:07.595918"
65,urn:ucode:_00001C000000000000010000030D4DAF,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Outside.Elevator.1,5,1,2,,f,"2015-01-29 02:28:07.759923","2015-01-29 02:28:07.759923"
66,urn:ucode:_00001C000000000000010000030D4DB0,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Inside.Stairlift.1,5,5,1,,f,"2015-01-29 02:28:08.341941","2015-01-29 02:28:08.341941"
67,urn:ucode:_00001C000000000000010000030D4DB1,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Inside.Toilet.1,5,3,1,,f,"2015-01-29 02:28:09.002961","2015-01-29 02:28:09.002961"
68,urn:ucode:_00001C000000000000010000030D4DB2,odpt.StationFacility:TokyoMetro.Hanzomon.AoyamaItchome.Outside.AccessibleRoute.1,5,4,2,"半蔵門線の利用が可能です。2番出入口付近エレベーターにて改札階へお越しください。銀座線の利用及び乗換えは出来ません。",f,"2015-01-29 02:28:09.486976","2015-01-29 02:28:09.486976"
69,urn:ucode:_00001C000000000000010000030D4E48,odpt.StationFacility:TokyoMetro.Ginza.Asakusa.Outside.Elevator.1,6,1,2,,f,"2015-01-29 02:28:09.645981","2015-01-29 02:28:09.645981"
70,urn:ucode:_00001C000000000000010000030D4E49,odpt.StationFacility:TokyoMetro.Ginza.Asakusa.Outside.Escalator.1,6,2,2,,f,"2015-01-29 02:28:10.324001","2015-01-29 02:28:11.140026"
71,urn:ucode:_00001C000000000000010000030D4E4A,odpt.StationFacility:TokyoMetro.Ginza.Asakusa.Inside.Stairlift.1,6,5,1,,f,"2015-01-29 02:28:11.293031","2015-01-29 02:28:11.293031"
72,urn:ucode:_00001C000000000000010000030D4E4B,odpt.StationFacility:TokyoMetro.Ginza.Asakusa.Inside.Stairlift.2,6,5,1,,f,"2015-01-29 02:28:12.068055","2015-01-29 02:28:12.068055"
73,urn:ucode:_00001C000000000000010000030D4E4C,odpt.StationFacility:TokyoMetro.Ginza.Asakusa.Inside.Stairlift.3,6,5,1,,f,"2015-01-29 02:28:12.656073","2015-01-29 02:28:12.656073"
74,urn:ucode:_00001C000000000000010000030D4E4D,odpt.StationFacility:TokyoMetro.Ginza.Asakusa.Inside.Toilet,6,3,1,,f,"2015-01-29 02:28:13.240090","2015-01-29 02:28:13.240090"
75,urn:ucode:_00001C000000000000010000030D4F1A,odpt.StationFacility:TokyoMetro.Marunouchi.Awajicho.Outside.Elevator.1,7,1,2,,f,"2015-01-29 02:28:13.718105","2015-01-29 02:28:13.718105"
76,urn:ucode:_00001C000000000000010000030D4F1B,odpt.StationFacility:TokyoMetro.Marunouchi.Awajicho.Inside.Stairlift.1,7,5,1,,f,"2015-01-29 02:28:14.671134","2015-01-29 02:28:14.671134"
77,urn:ucode:_00001C000000000000010000030D4F1C,odpt.StationFacility:TokyoMetro.Marunouchi.Awajicho.Outside.Stairlift.1,7,5,2,,f,"2015-01-29 02:28:15.452158","2015-01-29 02:28:15.452158"
78,urn:ucode:_00001C000000000000010000030D5127,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Elevator.1,8,1,1,,f,"2015-01-29 02:28:15.997175","2015-01-29 02:28:15.997175"
79,urn:ucode:_00001C000000000000010000030D5128,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Elevator.2,8,1,1,,f,"2015-01-29 02:28:16.806199","2015-01-29 02:28:16.806199"
80,urn:ucode:_00001C000000000000010000030D5129,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Escalator.1,8,2,1,,t,"2015-01-29 02:28:17.521221","2015-01-29 02:28:18.701257"
81,urn:ucode:_00001C000000000000010000030D512A,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Escalator.2,8,2,1,,f,"2015-01-29 02:28:18.864262","2015-01-29 02:28:19.515282"
82,urn:ucode:_00001C000000000000010000030D512B,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Escalator.3,8,2,1,,f,"2015-01-29 02:28:19.679287","2015-01-29 02:28:20.726319"
83,urn:ucode:_00001C000000000000010000030D512C,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Escalator.4,8,2,1,,f,"2015-01-29 02:28:20.887324","2015-01-29 02:28:21.716349"
84,urn:ucode:_00001C000000000000010000030D512D,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Toilet.1,8,3,1,,f,"2015-01-29 02:28:21.901355","2015-01-29 02:28:21.901355"
85,urn:ucode:_00001C000000000000010000030D512E,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Inside.Toilet.2,8,3,1,,f,"2015-01-29 02:28:22.705379","2015-01-29 02:28:22.705379"
86,urn:ucode:_00001C000000000000010000030D512F,odpt.StationFacility:TokyoMetro.Chiyoda.Ayase.Outside.AccessibleRoute.1,8,4,2,"（地上駅）東出口側の歩道よりスロープを利用し、改札までお越しください。",f,"2015-01-29 02:28:23.332398","2015-01-29 02:28:23.332398"
87,urn:ucode:_00001C000000000000010000030D52BD,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Inside.Elevator.1,9,1,1,,f,"2015-01-29 02:28:23.502403","2015-01-29 02:28:23.502403"
88,urn:ucode:_00001C000000000000010000030D52BE,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Inside.Escalator.1,9,2,1,,f,"2015-01-29 02:28:24.025419","2015-01-29 02:28:24.820444"
89,urn:ucode:_00001C000000000000010000030D52BF,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Inside.Escalator.2,9,2,1,,f,"2015-01-29 02:28:24.972448","2015-01-29 02:28:25.623468"
90,urn:ucode:_00001C000000000000010000030D52C0,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Inside.Escalator.3,9,2,1,,f,"2015-01-29 02:28:25.776473","2015-01-29 02:28:26.658500"
91,urn:ucode:_00001C000000000000010000030D52C1,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Outside.Elevator.1,9,1,2,,f,"2015-01-29 02:28:26.799504","2015-01-29 02:28:26.799504"
92,urn:ucode:_00001C000000000000010000030D52C2,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Outside.Escalator.1,9,2,2,,f,"2015-01-29 02:28:27.569527","2015-01-29 02:28:28.342551"
93,urn:ucode:_00001C000000000000010000030D52C3,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Outside.Escalator.2,9,2,2,,f,"2015-01-29 02:28:28.494556","2015-01-29 02:28:29.112575"
94,urn:ucode:_00001C000000000000010000030D52C4,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Outside.Escalator.3,9,2,2,,f,"2015-01-29 02:28:29.255579","2015-01-29 02:28:30.081604"
95,urn:ucode:_00001C000000000000010000030D52C5,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Inside.Toilet.1,9,3,1,,f,"2015-01-29 02:28:30.258609","2015-01-29 02:28:30.258609"
96,urn:ucode:_00001C000000000000010000030D52C6,odpt.StationFacility:TokyoMetro.Namboku.AzabuJuban.Outside.AccessibleRoute.1,9,4,2,"二の橋交差点付近エレベーターで改札階へお越しただけますが時間制限（7時～23時）があります。",f,"2015-01-29 02:28:30.772625","2015-01-29 02:28:30.772625"
97,urn:ucode:_00001C000000000000010000030D50A6,odpt.StationFacility:TokyoMetro.Tozai.BarakiNakayama.Inside.Elevator.1,10,1,1,,f,"2015-01-29 02:28:30.953631","2015-01-29 02:28:30.953631"
98,urn:ucode:_00001C000000000000010000030D50A7,odpt.StationFacility:TokyoMetro.Tozai.BarakiNakayama.Inside.Elevator.2,10,1,1,,f,"2015-01-29 02:28:31.675653","2015-01-29 02:28:31.675653"
99,urn:ucode:_00001C000000000000010000030D50A8,odpt.StationFacility:TokyoMetro.Tozai.BarakiNakayama.Inside.Escalator.1,10,2,1,,f,"2015-01-29 02:28:32.390674","2015-01-29 02:28:33.834719"
100,urn:ucode:_00001C000000000000010000030D50A9,odpt.StationFacility:TokyoMetro.Tozai.BarakiNakayama.Inside.Escalator.2,10,2,1,,f,"2015-01-29 02:28:34.008724","2015-01-29 02:28:34.648743"
101,urn:ucode:_00001C000000000000010000030D50AA,odpt.StationFacility:TokyoMetro.Tozai.BarakiNakayama.Inside.Toilet.1,10,3,1,,f,"2015-01-29 02:28:34.812748","2015-01-29 02:28:34.812748"
102,urn:ucode:_00001C000000000000010000030D50AB,odpt.StationFacility:TokyoMetro.Tozai.BarakiNakayama.Outside.AccessibleRoute.1,10,4,2,"（地上駅）",f,"2015-01-29 02:28:35.328764","2015-01-29 02:28:35.328764"
103,urn:ucode:_00001C000000000000010000030D514E,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuAkatsuka.Inside.Elevator.1,11,1,1,,f,"2015-01-29 02:28:35.521770","2015-01-29 02:28:35.521770"
104,urn:ucode:_00001C000000000000010000030D514F,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuAkatsuka.Inside.Escalator.1,11,2,1,,f,"2015-01-29 02:28:36.255792","2015-01-29 02:28:37.047817"
105,urn:ucode:_00001C000000000000010000030D5150,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuAkatsuka.Inside.Escalator.2,11,2,1,,f,"2015-01-29 02:28:37.199821","2015-01-29 02:28:37.839841"
106,urn:ucode:_00001C000000000000010000030D5151,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuAkatsuka.Outside.Elevator.1,11,1,2,,f,"2015-01-29 02:28:38.043847","2015-01-29 02:28:38.043847"
107,urn:ucode:_00001C000000000000010000030D5152,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuAkatsuka.Inside.Toilet.1,11,3,1,,f,"2015-01-29 02:28:38.509861","2015-01-29 02:28:38.509861"
108,urn:ucode:_00001C000000000000010000030D5153,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuAkatsuka.Inside.Toilet.2,11,3,1,,f,"2015-01-29 02:28:39.109879","2015-01-29 02:28:39.109879"
109,urn:ucode:_00001C000000000000010000030D5154,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuAkatsuka.Outside.AccessibleRoute.1,11,4,2,"3番出入口エレベーターで改札階へお越しください。",f,"2015-01-29 02:28:39.786900","2015-01-29 02:28:39.786900"
110,urn:ucode:_00001C000000000000010000030D5155,odpt.StationFacility:TokyoMetro.Fukutoshin.ChikatetsuAkatsuka.Inside.Elevator.1,11,1,1,,f,"2015-01-29 02:28:40.006907","2015-01-29 02:28:40.006907"
111,urn:ucode:_00001C000000000000010000030D5156,odpt.StationFacility:TokyoMetro.Fukutoshin.ChikatetsuAkatsuka.Inside.Escalator.1,11,2,1,,f,"2015-01-29 02:28:40.479921","2015-01-29 02:28:41.284946"
112,urn:ucode:_00001C000000000000010000030D5157,odpt.StationFacility:TokyoMetro.Fukutoshin.ChikatetsuAkatsuka.Inside.Escalator.2,11,2,1,,f,"2015-01-29 02:28:41.436950","2015-01-29 02:28:42.187973"
113,urn:ucode:_00001C000000000000010000030D5158,odpt.StationFacility:TokyoMetro.Fukutoshin.ChikatetsuAkatsuka.Outside.Elevator.1,11,1,2,,f,"2015-01-29 02:28:42.328978","2015-01-29 02:28:42.328978"
114,urn:ucode:_00001C000000000000010000030D5159,odpt.StationFacility:TokyoMetro.Fukutoshin.ChikatetsuAkatsuka.Inside.Toilet.1,11,3,1,,f,"2015-01-29 02:28:42.757991","2015-01-29 02:28:42.757991"
115,urn:ucode:_00001C000000000000010000030D515A,odpt.StationFacility:TokyoMetro.Fukutoshin.ChikatetsuAkatsuka.Inside.Toilet.2,11,3,1,,f,"2015-01-29 02:28:43.220005","2015-01-29 02:28:43.220005"
116,urn:ucode:_00001C000000000000010000030D515B,odpt.StationFacility:TokyoMetro.Fukutoshin.ChikatetsuAkatsuka.Outside.AccessibleRoute.1,11,4,2,"3番出入口エレベーターで改札階へお越しください。",f,"2015-01-29 02:28:43.661018","2015-01-29 02:28:43.661018"
117,urn:ucode:_00001C000000000000010000030D5140,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuNarimasu.Inside.Elevator.1,12,1,1,,f,"2015-01-29 02:28:43.831023","2015-01-29 02:28:43.831023"
118,urn:ucode:_00001C000000000000010000030D5141,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuNarimasu.Inside.Escalator.1,12,2,1,,f,"2015-01-29 02:28:44.453042","2015-01-29 02:28:45.126063"
119,urn:ucode:_00001C000000000000010000030D5142,odpt.StationFacility:TokyoMetro.Yurakucho.ChikatetsuNarimasu.Inside.Escalator.2,12,2,1,,f,"2015-01-29 02:28:45.300068","2015-01-29 02:28:46.436103"
