234,753,29,,5,"2015-01-29 02:51:04.287906","2015-04-13 20:58:37.095450"
235,755,8,,5,"2015-01-29 02:51:05.653948","2015-01-29 02:51:05.653948"
236,757,8,,5,"2015-01-29 02:51:06.731981","2015-01-29 02:51:06.731981"
237,757,29,,5,"2015-01-29 02:51:06.885985","2015-04-13 20:58:37.221453"
238,758,8,,5,"2015-01-29 02:51:07.822014","2015-01-29 02:51:07.822014"
239,758,29,,5,"2015-01-29 02:51:07.997019","2015-04-13 20:58:37.387457"
240,759,5,,5,"2015-01-29 02:51:08.680040","2015-01-29 02:51:08.680040"
241,759,15,,7,"2015-01-29 02:51:08.833045","2015-01-29 02:51:08.833045"
242,759,8,,5,"2015-01-29 02:51:08.988049","2015-01-29 02:51:08.988049"
243,759,29,,5,"2015-01-29 02:51:09.142054","2015-04-13 20:58:37.495459"
244,761,8,,5,"2015-01-29 02:51:10.507096","2015-01-29 02:51:10.507096"
245,763,8,,5,"2015-01-29 02:51:11.575128","2015-01-29 02:51:11.575128"
246,763,29,,5,"2015-01-29 02:51:11.739133","2015-04-13 20:58:37.616462"
247,764,8,,5,"2015-01-29 02:51:12.477156","2015-01-29 02:51:12.477156"
248,764,29,,5,"2015-01-29 02:51:12.630161","2015-04-13 20:58:37.716465"
249,765,49,,5,"2015-01-29 02:51:13.251179","2015-01-29 02:51:13.251179"
250,766,8,,4,"2015-01-29 02:51:14.403215","2015-01-29 02:51:14.403215"
251,766,49,,5,"2015-01-29 02:51:14.578220","2015-01-29 02:51:14.578220"
252,766,18,,5,"2015-01-29 02:51:14.754225","2015-01-29 02:51:14.754225"
253,768,8,,4,"2015-01-29 02:51:15.614252","2015-01-29 02:51:15.614252"
254,768,49,,5,"2015-01-29 02:51:15.778257","2015-01-29 02:51:15.778257"
255,768,18,,5,"2015-01-29 02:51:15.976263","2015-01-29 02:51:15.976263"
256,770,8,,4,"2015-01-29 02:51:16.637283","2015-01-29 02:51:16.637283"
257,770,61,,4,"2015-01-29 02:51:16.780287","2015-01-29 02:51:16.780287"
258,770,11,,7,"2015-01-29 02:51:16.933292","2015-01-29 02:51:16.933292"
259,771,49,,5,"2015-01-29 02:51:18.067326","2015-01-29 02:51:18.067326"
260,772,8,,4,"2015-01-29 02:51:19.059357","2015-01-29 02:51:19.059357"
261,772,49,,5,"2015-01-29 02:51:19.223362","2015-01-29 02:51:19.223362"
262,772,18,,5,"2015-01-29 02:51:19.399367","2015-01-29 02:51:19.399367"
263,774,8,,4,"2015-01-29 02:51:20.137389","2015-01-29 02:51:20.137389"
264,774,49,,5,"2015-01-29 02:51:20.313395","2015-01-29 02:51:20.313395"
265,774,18,,5,"2015-01-29 02:51:20.478400","2015-01-29 02:51:20.478400"
266,776,8,,4,"2015-01-29 02:51:21.149420","2015-01-29 02:51:21.149420"
267,776,61,,4,"2015-01-29 02:51:21.292425","2015-01-29 02:51:21.292425"
268,776,11,,7,"2015-01-29 02:51:21.457430","2015-01-29 02:51:21.457430"
269,778,2,,4,"2015-01-29 02:51:22.591464","2015-01-29 02:51:22.591464"
270,778,18,,3,"2015-01-29 02:51:22.758469","2015-01-29 02:51:22.758469"
271,778,11,,7,"2015-01-29 02:51:22.899474","2015-01-29 02:51:22.899474"
272,778,61,,5,"2015-01-29 02:51:23.053478","2015-01-29 02:51:23.053478"
273,779,2,,4,"2015-01-29 02:51:24.055509","2015-01-29 02:51:24.055509"
274,779,18,,3,"2015-01-29 02:51:24.208514","2015-01-29 02:51:24.208514"
275,779,11,,7,"2015-01-29 02:51:24.351518","2015-01-29 02:51:24.351518"
276,779,61,,5,"2015-01-29 02:51:24.505523","2015-01-29 02:51:24.505523"
277,781,2,,4,"2015-01-29 02:51:25.607556","2015-01-29 02:51:25.607556"
278,781,18,,3,"2015-01-29 02:51:25.760561","2015-01-29 02:51:25.760561"
279,781,11,,7,"2015-01-29 02:51:25.947567","2015-01-29 02:51:25.947567"
280,781,61,,5,"2015-01-29 02:51:26.112572","2015-01-29 02:51:26.112572"
281,783,2,,4,"2015-01-29 02:51:27.126603","2015-01-29 02:51:27.126603"
282,783,18,,3,"2015-01-29 02:51:27.268607","2015-01-29 02:51:27.268607"
283,783,49,,5,"2015-01-29 02:51:27.411611","2015-01-29 02:51:27.411611"
284,786,2,,4,"2015-01-29 02:51:28.358640","2015-01-29 02:51:28.358640"
285,786,18,,3,"2015-01-29 02:51:28.500645","2015-01-29 02:51:28.500645"
286,786,49,,5,"2015-01-29 02:51:28.644649","2015-01-29 02:51:28.644649"
287,788,2,,4,"2015-01-29 02:51:29.415672","2015-01-29 02:51:29.415672"
288,788,18,,3,"2015-01-29 02:51:29.612678","2015-01-29 02:51:29.612678"
289,788,11,,7,"2015-01-29 02:51:29.790684","2015-01-29 02:51:29.790684"
290,788,61,,5,"2015-01-29 02:51:30.008691","2015-01-29 02:51:30.008691"
291,789,2,,4,"2015-01-29 02:51:30.867717","2015-01-29 02:51:30.867717"
292,789,18,,3,"2015-01-29 02:51:31.032722","2015-01-29 02:51:31.032722"
293,789,11,,7,"2015-01-29 02:51:31.208727","2015-01-29 02:51:31.208727"
294,789,61,,5,"2015-01-29 02:51:31.373732","2015-01-29 02:51:31.373732"
295,791,2,,4,"2015-01-29 02:51:32.508767","2015-01-29 02:51:32.508767"
296,791,18,,3,"2015-01-29 02:51:32.660771","2015-01-29 02:51:32.660771"
297,791,11,,7,"2015-01-29 02:51:32.815776","2015-01-29 02:51:32.815776"
298,791,61,,5,"2015-01-29 02:51:32.980781","2015-01-29 02:51:32.980781"
299,793,2,,4,"2015-01-29 02:51:34.136816","2015-01-29 02:51:34.136816"
300,793,18,,3,"2015-01-29 02:51:34.289821","2015-01-29 02:51:34.289821"
301,793,49,,5,"2015-01-29 02:51:34.452826","2015-01-29 02:51:34.452826"
302,796,2,,4,"2015-01-29 02:51:35.501858","2015-01-29 02:51:35.501858"
303,796,18,,3,"2015-01-29 02:51:35.665863","2015-01-29 02:51:35.665863"
304,796,49,,5,"2015-01-29 02:51:35.830868","2015-01-29 02:51:35.830868"
305,800,8,,7,"2015-01-29 02:51:37.008904","2015-01-29 02:51:37.008904"
306,800,18,,8,"2015-01-29 02:51:37.151908","2015-01-29 02:51:37.151908"
307,800,61,,7,"2015-01-29 02:51:37.294913","2015-01-29 02:51:37.294913"
308,800,49,,9,"2015-01-29 02:51:37.444917","2015-01-29 02:51:37.444917"
309,802,8,,7,"2015-01-29 02:51:38.406947","2015-01-29 02:51:38.406947"
310,802,18,,8,"2015-01-29 02:51:38.570952","2015-01-29 02:51:38.570952"
311,802,61,,7,"2015-01-29 02:51:38.713956","2015-01-29 02:51:38.713956"
312,802,49,,9,"2015-01-29 02:51:38.857960","2015-01-29 02:51:38.857960"
313,804,8,,7,"2015-01-29 02:51:39.805989","2015-01-29 02:51:39.805989"
314,804,18,,8,"2015-01-29 02:51:39.990995","2015-01-29 02:51:39.990995"
315,804,61,,7,"2015-01-29 02:51:40.157000","2015-01-29 02:51:40.157000"
316,804,49,,9,"2015-01-29 02:51:40.321005","2015-01-29 02:51:40.321005"
317,806,2,,7,"2015-01-29 02:51:41.709047","2015-01-29 02:51:41.709047"
318,810,8,,7,"2015-01-29 02:51:42.710078","2015-01-29 02:51:42.710078"
319,810,18,,8,"2015-01-29 02:51:42.853082","2015-01-29 02:51:42.853082"
320,810,61,,7,"2015-01-29 02:51:42.993087","2015-01-29 02:51:42.993087"
321,810,49,,9,"2015-01-29 02:51:43.139091","2015-01-29 02:51:43.139091"
322,812,8,,7,"2015-01-29 02:51:43.954116","2015-01-29 02:51:43.954116"
323,812,18,,8,"2015-01-29 02:51:44.096120","2015-01-29 02:51:44.096120"
324,812,61,,7,"2015-01-29 02:51:44.239125","2015-01-29 02:51:44.239125"
325,812,49,,9,"2015-01-29 02:51:44.382129","2015-01-29 02:51:44.382129"
