1,t,f,"2015-02-11 12:58:23.787276","2015-02-11 12:58:23.787276"
2,t,t,"2015-02-11 12:58:25.042304","2015-02-11 12:58:25.042304"
3,f,t,"2015-02-11 12:58:32.429469","2015-02-11 12:58:32.429469"
