1,t,t,t,t,"2015-01-29 02:27:23.411571","2015-01-29 02:27:23.411571"
2,t,t,t,f,"2015-01-29 02:27:56.152569","2015-01-29 02:27:56.152569"
3,t,f,f,f,"2015-01-29 02:28:22.400370","2015-01-29 02:28:22.400370"
4,f,t,t,f,"2015-01-29 02:29:37.725667","2015-01-29 02:29:37.725667"
