116,"入谷交差点","2015-01-29 02:51:54.375434","2015-01-29 02:51:54.375434"
117,"岩波ホール","2015-01-29 02:51:57.578531","2015-01-29 02:51:57.578531"
118,"学士会館","2015-01-29 02:51:57.864540","2015-01-29 02:51:57.864540"
119,"教育会館","2015-01-29 02:52:00.880632","2015-01-29 02:52:00.880632"
120,"専修大学","2015-01-29 02:52:01.210642","2015-01-29 02:52:01.210642"
121,"赤城神社","2015-01-29 02:52:08.089852","2015-01-29 02:52:08.089852"
122,"新潮社","2015-01-29 02:52:10.003910","2015-01-29 02:52:10.003910"
123,"旺文社","2015-01-29 02:52:10.311920","2015-01-29 02:52:10.311920"
124,"ホテルオークラ","2015-01-29 02:52:13.625021","2015-01-29 02:52:13.625021"
125,"東京タワー","2015-01-29 02:52:15.430076","2015-01-29 02:52:15.430076"
126,"山手通り交差点","2015-01-29 02:52:19.513200","2015-01-29 02:52:19.513200"
127,"要町病院","2015-01-29 02:52:19.832210","2015-01-29 02:52:19.832210"
128,"要町交番","2015-01-29 02:52:22.991306","2015-01-29 02:52:22.991306"
129,"祥雲寺","2015-01-29 02:52:23.263315","2015-01-29 02:52:23.263315"
130,"中央通り","2015-01-29 02:52:38.099767","2015-01-29 02:52:38.099767"
131,"地下鉄博物館","2015-01-29 02:52:42.296895","2015-01-29 02:52:42.296895"
132,"葛西警察署","2015-01-29 02:52:42.591904","2015-01-29 02:52:42.591904"
133,"総務省","2015-01-29 02:52:49.254107","2015-01-29 02:52:49.254107"
134,"外務省","2015-01-29 02:52:49.570117","2015-01-29 02:52:49.570117"
135,"東京高等裁判所","2015-01-29 02:52:50.220137","2015-01-29 02:52:50.220137"
136,"東京地方裁判所（刑事）","2015-01-29 02:52:50.541147","2015-01-29 02:52:50.541147"
137,"厚生労働省","2015-01-29 02:52:52.201197","2015-01-29 02:52:52.201197"
138,"国土交通省","2015-01-29 02:52:56.856339","2015-01-29 02:52:56.856339"
139,"財務省","2015-01-29 02:53:01.729488","2015-01-29 02:53:01.729488"
140,"経済産業省","2015-01-29 02:53:08.775703","2015-01-29 02:53:08.775703"
141,"プレスセンタービル","2015-01-29 02:53:10.008740","2015-01-29 02:53:10.008740"
142,"イイノホール","2015-01-29 02:53:10.767764","2015-01-29 02:53:10.767764"
143,"東京証券会館","2015-01-29 02:53:15.940921","2015-01-29 02:53:15.940921"
144,"永代通り","2015-01-29 02:53:16.226930","2015-01-29 02:53:16.226930"
145,"新亀島橋","2015-01-29 02:53:17.591972","2015-01-29 02:53:17.591972"
146,"鉄鋼会館","2015-01-29 02:53:17.966983","2015-01-29 02:53:17.966983"
147,"澁澤シティプレイス","2015-01-29 02:53:21.818101","2015-01-29 02:53:21.818101"
148,"日本橋消防署","2015-01-29 02:53:24.305176","2015-01-29 02:53:24.305176"
149,"中央警察署","2015-01-29 02:53:24.591185","2015-01-29 02:53:24.591185"
150,"江東区東陽区民館","2015-01-29 02:53:29.741342","2015-01-29 02:53:29.741342"
151,"都立木場公園","2015-01-29 02:53:32.074413","2015-01-29 02:53:32.074413"
152,"深川警察署","2015-01-29 02:53:32.404424","2015-01-29 02:53:32.404424"
153,"すみだトリフォニーホール","2015-01-29 02:53:36.796557","2015-01-29 02:53:36.796557"
154,"錦糸公園","2015-01-29 02:53:37.137568","2015-01-29 02:53:37.137568"
155,"しょうぶ沼公園","2015-01-29 02:53:46.327848","2015-01-29 02:53:46.327848"
156,"綾瀬警察署","2015-01-29 02:53:46.645858","2015-01-29 02:53:46.645858"
157,"明治神宮（北参道口）","2015-01-29 02:53:50.234967","2015-01-29 02:53:50.234967"
158,"北口改札","2015-01-29 02:53:56.893170","2015-01-29 02:53:56.893170"
159,"中央改札口","2015-01-29 02:53:58.456218","2015-01-29 02:53:58.456218"
160,"南改札（仲町出口）","2015-01-29 02:54:02.050328","2015-01-29 02:54:02.050328"
161,"千住警察署","2015-01-29 02:54:10.914598","2015-01-29 02:54:10.914598"
162,"千住消防署","2015-01-29 02:54:11.211607","2015-01-29 02:54:11.211607"
163,"足立都税事務所","2015-01-29 02:54:12.587649","2015-01-29 02:54:12.587649"
164,"駅ビル（ルミネ）","2015-01-29 02:54:16.254761","2015-01-29 02:54:16.254761"
165,"都立現代美術館","2015-01-29 02:54:25.410040","2015-01-29 02:54:25.410040"
166,"木場公園","2015-01-29 02:54:25.728050","2015-01-29 02:54:25.728050"
167,"清澄庭園","2015-01-29 02:54:27.776112","2015-01-29 02:54:27.776112"
168,"清澄公園","2015-01-29 02:54:28.139123","2015-01-29 02:54:28.139123"
169,"宝田恵比寿神社","2015-01-29 02:54:34.544319","2015-01-29 02:54:34.544319"
170,"日本テレビ","2015-01-29 02:54:37.758417","2015-01-29 02:54:37.758417"
171,"麹町四丁目交差点","2015-01-29 02:54:39.684475","2015-01-29 02:54:39.684475"
172,"麹町警察署","2015-01-29 02:54:40.043486","2015-01-29 02:54:40.043486"
173,"国会議事堂","2015-01-29 02:54:46.738691","2015-01-29 02:54:46.738691"
174,"ザ・キャピトルホテル東急","2015-01-29 02:54:51.970850","2015-01-29 02:54:51.970850"
175,"議員会館","2015-01-29 02:54:54.981942","2015-01-29 02:54:54.981942"
176,"東京都赤十字血液センター駒込出張所","2015-01-29 02:54:59.770088","2015-01-29 02:54:59.770088"
177,"駒込警察署","2015-01-29 02:55:01.002126","2015-01-29 02:55:01.002126"
178,"六義園","2015-01-29 02:55:01.332136","2015-01-29 02:55:01.332136"
179,"メトロ・エム後楽園","2015-01-29 02:55:08.618358","2015-01-29 02:55:08.618358"
180,"東京ドーム","2015-01-29 02:55:08.904367","2015-01-29 02:55:08.904367"
181,"源覚寺","2015-01-29 02:55:17.291622","2015-01-29 02:55:17.291622"
182,"文京区役所","2015-01-29 02:55:18.622663","2015-01-29 02:55:18.622663"
183,"武蔵野病院","2015-01-29 02:55:27.732941","2015-01-29 02:55:27.732941"
184,"心身障害児総合医療療育センター","2015-01-29 02:55:30.168015","2015-01-29 02:55:30.168015"
185,"桐が丘特別支援学校","2015-01-29 02:55:30.498025","2015-01-29 02:55:30.498025"
186,"千代田区役所","2015-01-29 02:55:47.986559","2015-01-29 02:55:47.986559"
187,"日本武道館","2015-01-29 02:55:48.327569","2015-01-29 02:55:48.327569"
188,"ホテルグランドパレス","2015-01-29 02:55:54.997772","2015-01-29 02:55:54.997772"
189,"九段合同庁舎","2015-01-29 02:55:57.066836","2015-01-29 02:55:57.066836"
190,"靖国神社","2015-01-29 02:56:01.182961","2015-01-29 02:56:01.182961"
191,"京橋交差点","2015-01-29 02:56:07.710160","2015-01-29 02:56:07.710160"
192,"東京スクエアガーデン","2015-01-29 02:56:08.039170","2015-01-29 02:56:08.039170"
193,"ブリヂストン美術館","2015-01-29 02:56:09.316209","2015-01-29 02:56:09.316209"
194,"宝くじドリーム館","2015-01-29 02:56:09.613218","2015-01-29 02:56:09.613218"
195,"子ども家庭支援センター","2015-01-29 02:56:12.211297","2015-01-29 02:56:12.211297"
196,"町屋葬祭場","2015-01-29 02:56:14.797376","2015-01-29 02:56:14.797376"
197,"代々木公園","2015-01-29 02:56:24.724679","2015-01-29 02:56:24.724679"
198,"明治神宮","2015-01-29 02:56:25.020688","2015-01-29 02:56:25.020688"
199,"ラフォーレ原宿","2015-01-29 02:56:29.324819","2015-01-29 02:56:29.324819"
200,"東郷神社","2015-01-29 02:56:29.654829","2015-01-29 02:56:29.654829"
201,"杉並区役所","2015-01-29 02:56:45.162302","2015-01-29 02:56:45.162302"
202,"杉並警察署","2015-01-29 02:56:45.467312","2015-01-29 02:56:45.467312"
203,"市川市南行徳市民センター","2015-01-29 02:56:49.223426","2015-01-29 02:56:49.223426"
204,"南行徳公園","2015-01-29 02:56:49.552436","2015-01-29 02:56:49.552436"
205,"ドナウ広場","2015-01-29 02:56:56.088636","2015-01-29 02:56:56.088636"
206,"南千住警察署","2015-01-29 02:56:57.577681","2015-01-29 02:56:57.577681"
207,"順天堂東京江東高齢者医療センター","2015-01-29 02:57:03.178852","2015-01-29 02:57:03.178852"
208,"東京タクシーセンター","2015-01-29 02:57:03.508862","2015-01-29 02:57:03.508862"
209,"大関横丁交差点","2015-01-29 02:57:08.781023","2015-01-29 02:57:08.781023"
210,"都電三ノ輪橋駅","2015-01-29 02:57:09.100033","2015-01-29 02:57:09.100033"
211,"昭和通り","2015-01-29 02:57:10.575078","2015-01-29 02:57:10.575078"
212,"国際通り","2015-01-29 02:57:10.882087","2015-01-29 02:57:10.882087"
213,"三越本店","2015-01-29 02:57:15.516228","2015-01-29 02:57:15.516228"
214,"コレド室町","2015-01-29 02:57:15.835238","2015-01-29 02:57:15.835238"
215,"日本橋三井タワー","2015-01-29 02:57:16.518259","2015-01-29 02:57:16.518259"
216,"JR新日本橋駅","2015-01-29 02:57:18.532320","2015-01-29 02:57:18.532320"
217,YUITO,"2015-01-29 02:57:18.872331","2015-01-29 02:57:18.872331"
218,"日本銀行貨幣博物館","2015-01-29 02:57:25.245525","2015-01-29 02:57:25.245525"
219,"日本銀行","2015-01-29 02:57:25.553534","2015-01-29 02:57:25.553534"
220,"深川不動尊","2015-01-29 02:57:29.119643","2015-01-29 02:57:29.119643"
221,"富岡八幡宮","2015-01-29 02:57:29.603658","2015-01-29 02:57:29.603658"
222,"深川スポーツセンター体育館","2015-01-29 02:57:31.419713","2015-01-29 02:57:31.419713"
223,"行徳小学校","2015-01-29 02:57:39.420957","2015-01-29 02:57:39.420957"
