57,odpt.StationFacility:TokyoMetro.KotakeMukaihara,urn:ucode:_00001C000000000000010000030C47CD,"2014-11-11 10:06:12.000000","2015-01-29 02:06:40.274656","2015-01-29 02:06:40.274656"
58,odpt.StationFacility:TokyoMetro.Kudanshita,urn:ucode:_00001C000000000000010000030C47AC,"2014-11-11 10:06:12.000000","2015-01-29 02:06:40.384660","2015-01-29 02:06:40.384660"
59,odpt.StationFacility:TokyoMetro.Kyobashi,urn:ucode:_00001C000000000000010000030C4772,"2014-11-11 10:06:12.000000","2015-01-29 02:06:40.505663","2015-01-29 02:06:40.505663"
60,odpt.StationFacility:TokyoMetro.Machiya,urn:ucode:_00001C000000000000010000030C47C5,"2014-11-11 10:06:12.000000","2015-01-29 02:06:40.637667","2015-01-29 02:06:40.637667"
61,odpt.StationFacility:TokyoMetro.Meguro,urn:ucode:_00001C000000000000010000030C47E6,"2014-11-11 10:06:12.000000","2015-01-29 02:06:40.769671","2015-01-29 02:06:40.769671"
62,odpt.StationFacility:TokyoMetro.MeijiJingumae,urn:ucode:_00001C000000000000010000030C47BC,"2014-11-11 10:06:12.000000","2015-01-29 02:06:40.918676","2015-01-29 02:06:40.918676"
63,odpt.StationFacility:TokyoMetro.MinamiAsagaya,urn:ucode:_00001C000000000000010000030C477F,"2014-11-11 10:06:12.000000","2015-01-29 02:06:41.132682","2015-01-29 02:06:41.132682"
64,odpt.StationFacility:TokyoMetro.MinamiGyotoku,urn:ucode:_00001C000000000000010000030C47B5,"2014-11-11 10:06:12.000000","2015-01-29 02:06:41.254686","2015-01-29 02:06:41.254686"
65,odpt.StationFacility:TokyoMetro.MinamiSenju,urn:ucode:_00001C000000000000010000030C47A5,"2014-11-11 10:06:12.000000","2015-01-29 02:06:41.385690","2015-01-29 02:06:41.385690"
66,odpt.StationFacility:TokyoMetro.MinamiSunamachi,urn:ucode:_00001C000000000000010000030C47B1,"2014-11-11 10:06:12.000000","2015-01-29 02:06:41.517694","2015-01-29 02:06:41.517694"
67,odpt.StationFacility:TokyoMetro.Minowa,urn:ucode:_00001C000000000000010000030C47A4,"2014-11-11 10:06:12.000000","2015-01-29 02:06:41.661698","2015-01-29 02:06:41.661698"
68,odpt.StationFacility:TokyoMetro.Mitsukoshimae,urn:ucode:_00001C000000000000010000030C4774,"2014-11-11 10:06:12.000000","2015-01-29 02:06:41.813703","2015-01-29 02:06:41.813703"
69,odpt.StationFacility:TokyoMetro.MonzenNakacho,urn:ucode:_00001C000000000000010000030C47AE,"2014-11-11 10:06:12.000000","2015-01-29 02:06:42.035710","2015-01-29 02:06:42.035710"
70,odpt.StationFacility:TokyoMetro.Myoden,urn:ucode:_00001C000000000000010000030C47B7,"2014-11-11 10:06:12.000000","2015-01-29 02:06:42.178714","2015-01-29 02:06:42.178714"
71,odpt.StationFacility:TokyoMetro.Myogadani,urn:ucode:_00001C000000000000010000030C4793,"2014-11-11 10:06:12.000000","2015-01-29 02:06:42.310718","2015-01-29 02:06:42.310718"
72,odpt.StationFacility:TokyoMetro.Nagatacho,urn:ucode:_00001C000000000000010000030C47D6,"2014-11-11 10:06:12.000000","2015-01-29 02:06:42.464723","2015-01-29 02:06:42.464723"
73,odpt.StationFacility:TokyoMetro.NakaMeguro,urn:ucode:_00001C000000000000010000030C4796,"2014-11-11 10:06:12.000000","2015-01-29 02:06:42.596727","2015-01-29 02:06:42.596727"
74,odpt.StationFacility:TokyoMetro.Nakano,urn:ucode:_00001C000000000000010000030C47A7,"2014-11-11 10:06:12.000000","2015-01-29 02:06:42.750732","2015-01-29 02:06:42.750732"
75,odpt.StationFacility:TokyoMetro.NakanoFujimicho,urn:ucode:_00001C000000000000010000030C477C,"2014-11-11 10:06:12.000000","2015-01-29 02:06:42.883736","2015-01-29 02:06:42.883736"
76,odpt.StationFacility:TokyoMetro.NakanoSakaue,urn:ucode:_00001C000000000000010000030C4783,"2014-11-11 10:06:12.000000","2015-01-29 02:06:43.014740","2015-01-29 02:06:43.014740"
77,odpt.StationFacility:TokyoMetro.NakanoShimbashi,urn:ucode:_00001C000000000000010000030C477D,"2014-11-11 10:06:12.000000","2015-01-29 02:06:43.202745","2015-01-29 02:06:43.202745"
78,odpt.StationFacility:TokyoMetro.NakaOkachimachi,urn:ucode:_00001C000000000000010000030C47A2,"2014-11-11 10:06:12.000000","2015-01-29 02:06:43.333749","2015-01-29 02:06:43.333749"
79,odpt.StationFacility:TokyoMetro.Nezu,urn:ucode:_00001C000000000000010000030C47C2,"2014-11-11 10:06:12.000000","2015-01-29 02:06:43.465753","2015-01-29 02:06:43.465753"
80,odpt.StationFacility:TokyoMetro.Nihombashi,urn:ucode:_00001C000000000000010000030C4773,"2014-11-11 10:06:12.000000","2015-01-29 02:06:43.598758","2015-01-29 02:06:43.598758"
81,odpt.StationFacility:TokyoMetro.Nijubashimae,urn:ucode:_00001C000000000000010000030C47BF,"2014-11-11 10:06:12.000000","2015-01-29 02:06:43.730762","2015-01-29 02:06:43.730762"
82,odpt.StationFacility:TokyoMetro.Ningyocho,urn:ucode:_00001C000000000000010000030C479F,"2014-11-11 10:06:12.000000","2015-01-29 02:06:43.927768","2015-01-29 02:06:43.927768"
83,odpt.StationFacility:TokyoMetro.NishiFunabashi,urn:ucode:_00001C000000000000010000030C47B9,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.049771","2015-01-29 02:06:44.049771"
84,odpt.StationFacility:TokyoMetro.Nishigahara,urn:ucode:_00001C000000000000010000030C47EE,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.170775","2015-01-29 02:06:44.170775"
85,odpt.StationFacility:TokyoMetro.NishiKasai,urn:ucode:_00001C000000000000010000030C47B2,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.291779","2015-01-29 02:06:44.291779"
86,odpt.StationFacility:TokyoMetro.NishiNippori,urn:ucode:_00001C000000000000010000030C47C4,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.401782","2015-01-29 02:06:44.401782"
87,odpt.StationFacility:TokyoMetro.NishiShinjuku,urn:ucode:_00001C000000000000010000030C4784,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.544786","2015-01-29 02:06:44.544786"
88,odpt.StationFacility:TokyoMetro.NishiWaseda,urn:ucode:_00001C000000000000010000030C47F4,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.665790","2015-01-29 02:06:44.665790"
89,odpt.StationFacility:TokyoMetro.Nogizaka,urn:ucode:_00001C000000000000010000030C47BD,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.853796","2015-01-29 02:06:44.853796"
90,odpt.StationFacility:TokyoMetro.Ochanomizu,urn:ucode:_00001C000000000000010000030C478F,"2014-11-11 10:06:12.000000","2015-01-29 02:06:44.962799","2015-01-29 02:06:44.962799"
91,odpt.StationFacility:TokyoMetro.Ochiai,urn:ucode:_00001C000000000000010000030C47A8,"2014-11-11 10:06:12.000000","2015-01-29 02:06:45.083803","2015-01-29 02:06:45.083803"
92,odpt.StationFacility:TokyoMetro.Ogikubo,urn:ucode:_00001C000000000000010000030C477E,"2014-11-11 10:06:12.000000","2015-01-29 02:06:45.227807","2015-01-29 02:06:45.227807"
93,odpt.StationFacility:TokyoMetro.Oji,urn:ucode:_00001C000000000000010000030C47EF,"2014-11-11 10:06:12.000000","2015-01-29 02:06:45.358811","2015-01-29 02:06:45.358811"
94,odpt.StationFacility:TokyoMetro.OjiKamiya,urn:ucode:_00001C000000000000010000030C47F0,"2014-11-11 10:06:12.000000","2015-01-29 02:06:45.491815","2015-01-29 02:06:45.491815"
95,odpt.StationFacility:TokyoMetro.OmoteSando,urn:ucode:_00001C000000000000010000030C476B,"2014-11-11 10:06:12.000000","2015-01-29 02:06:45.613819","2015-01-29 02:06:45.613819"
96,odpt.StationFacility:TokyoMetro.Oshiage,urn:ucode:_00001C000000000000010000030C47E5,"2014-11-11 10:06:12.000000","2015-01-29 02:06:45.722822","2015-01-29 02:06:45.722822"
97,odpt.StationFacility:TokyoMetro.Otemachi,urn:ucode:_00001C000000000000010000030C478D,"2014-11-11 10:06:12.000000","2015-01-29 02:06:45.888827","2015-01-29 02:06:45.888827"
98,odpt.StationFacility:TokyoMetro.Roppongi,urn:ucode:_00001C000000000000010000030C4798,"2014-11-11 10:06:12.000000","2015-01-29 02:06:46.070833","2015-01-29 02:06:46.070833"
